estadio;equipo_local;id_territorio;ciudad;barrio
CAMP DE FUTBOL MPAL. CARMEL;POBLE SEC UNIÓ ESPORTIVA A;Barcelona 48 (Santa Madrona, la Satàlia i Montjuïc);Barcelona;Santa Madrona, la Satàlia i Montjuïc
Desconocido;ESCOLA F. SABADELL C;Sabadell;Sabadell;Sabadell
Desconocido;ESCOLA PIA TERRASSA A;Terrassa;Terrassa;Terrassa
Desconocido;JUAN XXIII,C.S. A;Terrassa 22 (les Arenes - la Grípia - Can Montllor);Terrassa;les Arenes - la Grípia - Can Montllor
Desconocido;MATADEPERENC, ATHLETIC A;Desconocido;Desconocido;Desconocido
Desconocido;FRUITOSENC, F.C. B;Sant Fruitós de Bages;Sant Fruitós de Bages;Sant Fruitós de Bages
Desconocido;CAN PARELLADA, C.D. A;Desconocido;Desconocido;Desconocido
Desconocido;PENYA BONS AIRES E A;Desconocido;Desconocido;Desconocido
Desconocido;PENYA BONS AIRES E B;Desconocido;Desconocido;Desconocido
Desconocido;ATLETIC CLUB LLORET  B;Lloret de Mar;Lloret de Mar;Lloret de Mar
Desconocido;BESCANO, C.E. B;Bescanó;Bescanó;Bescanó
Desconocido;SANT GREGORI, A.E. B;Sant Gregori;Sant Gregori;Sant Gregori
Desconocido;BASE VILOBI 2015 CLUB FUTBOL A;Vilobí d'Onyar;Vilobí d'Onyar;Vilobí d'Onyar
Desconocido;SANTA EUGÈNIA CLUB FUTBOL B;Santa Eugènia de Berga;Santa Eugènia de Berga;Santa Eugènia de Berga
Desconocido;GEiEG B;Girona;Girona;Girona
Desconocido;TORDERA, C.F. B;Tordera;Tordera;Tordera
Desconocido;FORNELLS, UE. C;Fornells de la Selva;Fornells de la Selva;Fornells de la Selva
Desconocido;BELL LLOC, C.P. B;Desconocido;Desconocido;Desconocido
Desconocido;SITGES, U.E. A;Sitges;Sitges;Sitges
Desconocido;MOJA, A.E. A;Desconocido;Desconocido;Desconocido
Desconocido;MAS CATARRO, CF.B. A;Mas de Barberans;Mas de Barberans;Mas de Barberans
Desconocido;BASE VILANOVA 2015, CLUB NOU FUTBOL  A;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
Desconocido;CUBELLES, C.F. C;Cubelles;Cubelles;Cubelles
Desconocido;RIUDEBITLLES, C.E. A;Desconocido;Desconocido;Desconocido
Desconocido;BLANCA SUBUR, C.F. B;Desconocido;Desconocido;Desconocido
Desconocido;SANT SADURNI, U.E. B;Sant Sadurní d'Anoia;Sant Sadurní d'Anoia;Sant Sadurní d'Anoia
Desconocido;CAN VIDALET, C.F. B;Esplugues de Llobregat 2 (Can Vidalet);Esplugues de Llobregat;Can Vidalet
Desconocido;MARTORELL C.F. D;Martorell;Martorell;Martorell
Desconocido;ESPLUGUENC, C.F.A. B;Esplugues de Llobregat;Esplugues de Llobregat;Esplugues de Llobregat
Desconocido;GAVA, C.F. A;Gavà;Gavà;Gavà
Desconocido;CASTELLDEFELS, U.E. D;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
Desconocido;GUINARDÓ, C.F. A;Desconocido;Desconocido;Desconocido
Desconocido;BARCELONA CITY FOOTBALL CLUB A;Barcelona;Barcelona;Barcelona
Desconocido;HORTA, U.AT. B;Barcelona 124 (Sant Joan d'Horta);Barcelona;Sant Joan d'Horta
Desconocido;CELTIC, U.E. A;Desconocido;Desconocido;Desconocido
Desconocido;LA SALLE BONANOVA , ASSOC.ESP. B;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
Desconocido;UNIFICACIÓ CIUTAT MERIDIANA,CE A;Barcelona 146 (Torre Baró, Ciutat Meridiana i Vallbona);Barcelona;Torre Baró, Ciutat Meridiana i Vallbona
Desconocido;SANT JOAN DESPI-SAN PANCRACIO, FUTBOL CLUB  B;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
Desconocido;Pª BLAUGRANA CERVELLO A;Cervelló;Cervelló;Cervelló
Desconocido;SANT ILDEFONS, U.E. B;Cornellà de Llobregat 6 (Sant Ildefons Oest);Cornellà de Llobregat;Sant Ildefons Oest
Desconocido;OLESA,C.F. A;Olesa de Bonesvalls;Olesa de Bonesvalls;Olesa de Bonesvalls
Desconocido;Pª BLAUGRANA VALLIRANA A;Vallirana;Vallirana;Vallirana
Desconocido;SAN LORENZO, U.D. B;Desconocido;Desconocido;Desconocido
Desconocido;ESCOLA DE FUTBOL  VILADECAVALLS, C. B;Valls;Valls;Valls
Desconocido;SAN CRISTOBAL, C.P. C;Terrassa 6 (Ca n'Anglada);Terrassa;Ca n'Anglada
Desconocido;MATADEPERA, F.C. A;Matadepera;Matadepera;Matadepera
Desconocido;SANT PERE NORD , C.F. A;Sant Pere de Ribes;Sant Pere de Ribes;Sant Pere de Ribes
Desconocido;VACARISSES, CLUB FUTBOL  A;Vacarisses;Vacarisses;Vacarisses
Desconocido;JUVENTUD 25 DE SEPTIEMBRE A;Rubí 7 (Districte 5 Nord-est);Rubí;Districte 5 Nord-est
Desconocido;MAURINA EGARA, C.F. A;Terrassa 15 (la Maurina);Terrassa;la Maurina
Desconocido;LA FARGA XXI, CE B;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
Desconocido;OLIMPIC CAN FATJO, C.E. A;Cornellà de Llobregat 2 (Fontsanta - Fatjó);Cornellà de Llobregat;Fontsanta - Fatjó
Desconocido;ESCOLA FUTBOL CAN BOADA B;Terrassa 17 (Can Boada);Terrassa;Can Boada
Desconocido;JUVENTUD 25 DE SEPTIEMBRE B;Rubí 7 (Districte 5 Nord-est);Rubí;Districte 5 Nord-est
Desconocido;ESPLAIS, C.F. B;Castelló d'Empúries;Castelló d'Empúries;Castelló d'Empúries
Desconocido;CADAQUES, U.D. A;Cadaqués;Cadaqués;Cadaqués
Desconocido;JUNCARIA, C.E. A;Desconocido;Desconocido;Desconocido
Desconocido;BASCARA, F.C. A;Bàscara;Bàscara;Bàscara
Desconocido;FORTIA, C.E. A;Fortià;Fortià;Fortià
Desconocido;L'ESCALA, F.C. C;Escala, l';L'Escala;L'Escala
Desconocido;MARCA DE L'HAM, U.E. A;Marçà;Marçà;Marçà
Desconocido;TOSSA UNIO ESPORTIVA A;Tossa de Mar;Tossa de Mar;Tossa de Mar
Desconocido;MALGRAT , C.E. B;Malgrat de Mar;Malgrat de Mar;Malgrat de Mar
Desconocido;MAÇANET 2022, CLUB ESPORTIU FUTBOL  A;Canet d'Adri;Canet d'Adri;Canet d'Adri
Desconocido;ARBUCIES,CLUB FUTBOL A;Arbúcies;Arbúcies;Arbúcies
Desconocido;CASSA, U.D. B;Cassà de la Selva;Cassà de la Selva;Cassà de la Selva
Desconocido;RACING BLANENC F.C. A;Desconocido;Desconocido;Desconocido
Desconocido;LLORET, C.F. B;Lloret de Mar;Lloret de Mar;Lloret de Mar
Desconocido;UNIFICACIÓN C.F.SANTA PERPETUA C;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda
Desconocido;LA LLAGOSTA, C.D. A;Llagosta, la;La Llagosta;La Llagosta
Desconocido;SENTMENAT, C.D. A;Sentmenat;Sentmenat;Sentmenat
Desconocido;GRANOLLERS, E.C. D;Granollers;Granollers;Granollers
Desconocido;LA TORRETA, C.F. A;Torre de Cabdella, la;La Torre de Cabdella;La Torre de Cabdella
Desconocido;UNIFICACIÓN C.F.SANTAPERPETUA B;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda
Desconocido;MARTORELLES, C.F. B;Martorell;Martorell;Martorell
Desconocido;OLIMPIC LA GARRIGA, C.F. C;Garriga, la;La Garriga;La Garriga
Desconocido;FINSOBE, C.F. A;Desconocido;Desconocido;Desconocido
Desconocido;VILANOVA VALLES,C.F. B;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
Desconocido;CASABLANCA , F.C. A;Desconocido;Desconocido;Desconocido
Desconocido;CIUDAD COOPERATIVA, C.F. B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL CEM CAN ROIG;FUNDACIO UNIO ESPORTIVA CORNELLA D;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat
Desconocido;VILADECANS U.D. B;Viladecans;Viladecans;Viladecans
Desconocido;MONTSERRAT IGUALADA, U.D. A;Igualada;Igualada;Igualada
Desconocido;OLIVELLA, C.E A;Olivella;Olivella;Olivella
Desconocido;REBROT, U.D. A;Desconocido;Desconocido;Desconocido
Desconocido;CALAF, U.D. A;Calaf;Calaf;Calaf
Desconocido;GELIDA, C.F. A;Gelida;Gelida;Gelida
Desconocido;TOUS, U.E. A;Desconocido;Desconocido;Desconocido
Desconocido;HORTONENC, F.C. A;Desconocido;Desconocido;Desconocido
Desconocido;SANTA COLOMA QUERALT, U.E. A;Santa Coloma de Cervelló;Santa Coloma de Cervelló;Santa Coloma de Cervelló
Desconocido;VILANOVA CAMI C.F. A;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
Desconocido;L'ESCALA, F.C. B;Escala, l';L'Escala;L'Escala
Desconocido;SANT PERE PESCADOR, F.C. B;Sant Pere de Ribes;Sant Pere de Ribes;Sant Pere de Ribes
Desconocido;VILAMALLA, F.C. A;Malla;Malla;Malla
Desconocido;LA JONQUERA, U.E. A;Jonquera, la;La Jonquera;La Jonquera
Desconocido;ROSES, A.E. B;Roses;Roses;Roses
Desconocido;LES PRESES, C.F. B;Preses, les;Les Preses;Les Preses
Desconocido;SANTJOANENC, C.P. A;Desconocido;Desconocido;Desconocido
Desconocido;SANTA PAU, P. A;Santa Pau;Santa Pau;Santa Pau
Desconocido;CELLERA, C.F. B;Cellera de Ter, la;La Cellera de Ter;La Cellera de Ter
Desconocido;CATALONIA, U.B. C;Desconocido;Desconocido;Desconocido
Desconocido;REUS DE TOTA LA VIDA, CLUB DE FUTBOL A;Reus;Reus;Reus
Desconocido;FALSET ESP. A;Falset;Falset;Falset
Desconocido;MONT-ROIG AT. B;Mont-roig del Camp;Mont-roig del Camp;Mont-roig del Camp
Desconocido;LES BORGES DEL CAMP, C.D. A;Borges Blanques, les;Les Borges Blanques;Les Borges Blanques
Desconocido;CLUB ESPORTIU MULTIESPORTIVA MIAMI A;Desconocido;Desconocido;Desconocido
Desconocido;HOSPITALET DE L'INFANT, C.D. B;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
Desconocido;CAN BUXERES, F.C. C;Hospitalet de Llobregat 16 (Collblanc - Cementiri - Carretera), l';Hospitalet de Llobregat;Collblanc - Cementiri - Carretera
Desconocido;LA FLORIDA C.F. A;Hospitalet de Llobregat 10 (la Florida - Plaça de la Llibertat), l';Hospitalet de Llobregat;la Florida - Plaça de la Llibertat
Desconocido;LA SALLE BONANOVA , ASSOC.ESP. A;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
Desconocido;GORNAL, U.D. A;Hospitalet de Llobregat 28 (el Gornal), l';Hospitalet de Llobregat;el Gornal
Desconocido;PENYA BARC. COLLBLANC SANTS,AE B;Hospitalet de Llobregat 15 (Collblanc - Centre - Vallparda), l';Hospitalet de Llobregat;Collblanc - Centre - Vallparda
Desconocido;AMERICAN SCHOOL OF BARCELONA ATHLETICS A;Barcelona;Barcelona;Barcelona
Desconocido;BORRASSA, F.C. A;Borrassà;Borrassà;Borrassà
Desconocido;ROSES, A.E. A;Roses;Roses;Roses
Desconocido;FIGUERES, U.E. B;Figueres;Figueres;Figueres
Desconocido;ROSES CITY FUTBOL CLUB  A;Roses;Roses;Roses
Desconocido;LLANÇA, C.E. B;Llançà;Llançà;Llançà
Desconocido;PERALADA, C.F. C;Peralada;Peralada;Peralada
Desconocido;LA JONQUERA, U.E. B;Jonquera, la;La Jonquera;La Jonquera
Desconocido;Pª BLAUGRANA SANT CUGAT C;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
Desconocido;JUNIOR,C.F. E;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells
Desconocido;SANT CUGAT FUTBOL CLUB C;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
Desconocido;PERICOS DE SANT CUGAT  A;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
Desconocido;FUNDACIÓ TERRASSA FC 1906 D;Terrassa;Terrassa;Terrassa
Desconocido;UNIO F. BASE JABAC I TERRASSA  B;Terrassa 9 (Can Jofresa - Can Palet II - Guadalhorce - Xúquer);Terrassa;Can Jofresa - Can Palet II - Guadalhorce - Xúquer
Desconocido;SAN CRISTOBAL, C.P. B;Terrassa 6 (Ca n'Anglada);Terrassa;Ca n'Anglada
Desconocido;SANT PERE NORD , C.F. C;Sant Pere de Ribes;Sant Pere de Ribes;Sant Pere de Ribes
Desconocido;OAR GRÀCIA SBD E.F. B;Sabadell 18 (Gràcia);Sabadell;Gràcia
Desconocido;LA ROMANICA, C.F. B;Barberà del Vallès;Barberà del Vallès;Barberà del Vallès
Desconocido;ESCOLA COLLBLANC-TORRASSA,C.E B;Hospitalet de Llobregat 15 (Collblanc - Centre - Vallparda), l';Hospitalet de Llobregat;Collblanc - Centre - Vallparda
Desconocido;RUBI, U.E. C;Rubí;Rubí;Rubí
Desconocido;PUEBLO NUEVO-2002, C.F. C;Desconocido;Desconocido;Desconocido
Desconocido;ASSOCIACIO ANTICS ALUMNES DE XALOC  A;Hospitalet de Llobregat 26 (Santa Eulàlia - Centre Sud - Ciutat de la Justícia), l';Hospitalet de Llobregat;Santa Eulàlia - Centre Sud - Ciutat de la Justícia
Desconocido;OLIMPIC CAN FATJO, C.E. B;Cornellà de Llobregat 2 (Fontsanta - Fatjó);Cornellà de Llobregat;Fontsanta - Fatjó
Desconocido;AMETLLA VALLES, C.F. A;Ametlla de Mar, l';L'Ametlla de Mar;L'Ametlla de Mar
Desconocido;GUALBA, F.C.  A;Gualba;Gualba;Gualba
Desconocido;CARDEDEU, F.C. C;Cardedeu;Cardedeu;Cardedeu
Desconocido;CAMBRILS UNIÓ C.E. B;Cambrils;Cambrils;Cambrils
Desconocido;RIUDOMS, C.D. A;Riudoms;Riudoms;Riudoms
Desconocido;VILA-SECA C.F. B;Vila-seca;Vila-seca;Vila-seca
Desconocido;CARDEDEU, F.C. B;Cardedeu;Cardedeu;Cardedeu
Desconocido;ESCOLA PIA GRANOLLERS, A;Granollers;Granollers;Granollers
Desconocido;MONTMELO UNIO ESPORTIVA,CF B;Montmeló;Montmeló;Montmeló
Desconocido;BASE MARC BARTRA CF C;Desconocido;Desconocido;Desconocido
Desconocido;RACING CLUB FUTBOL BONAVISTA A;Tarragona;Tarragona;Tarragona
Desconocido;JOVENTUT BISBALENCA,C.F. A;Bisbal d'Empordà, la;La Bisbal d'Empordà;La Bisbal d'Empordà
Desconocido;AMETLLA ASSOC. ESP..C A;Ametlla de Mar, l';L'Ametlla de Mar;L'Ametlla de Mar
Desconocido;LA BATLLÒRIA, C.E. A;Desconocido;Desconocido;Desconocido
Desconocido;LLINARS, C.E. B;Llinars del Vallès;Llinars del Vallès;Llinars del Vallès
Desconocido;BASE 2012 PALLARESOS CLUB B;Pallaresos, els;Els Pallaresos;Els Pallaresos
CAMP DE FUTBOL COL·LEGI XALOC;FUNDACIO UNIO ESPORTIVA CORNELLA  A;Hospitalet de Llobregat 26 (Santa Eulàlia - Centre Sud - Ciutat de la Justícia), l';Hospitalet de Llobregat;Santa Eulàlia - Centre Sud - Ciutat de la Justícia
CAMP DE FUTBOL MPAL. DE BELLVÍS;PLA URGELL, C.E. A;Bellvís;Bellvís;Bellvís
CAMP DE FUTBOL MPAL. D'ALÀS I CERC;ENFAF CONSTRUCCIONS MODERNES  ANDORRA A;Alàs i Cerc;Alàs i Cerc;Alàs i Cerc
CAMP DE FUTBOL CEM LA BASCULA EMILIO FERNANDEZ F11;SANTS, U.E. D;Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Barcelona;la Mare de Déu de Port, Can Clos i el Polvorí
CAMP DE FUTBOL MPAL. TEIXONERA;ESCOLA DE FUTBOL PREMIER BARCELONA D;Barcelona;Barcelona;Barcelona
Desconocido;SANT JULIA DE VILATORTA, C.F. A;Sant Julià de Cerdanyola;Sant Julià de Cerdanyola;Sant Julià de Cerdanyola
Desconocido;CALLDETENES, C.F. A;Calldetenes;Calldetenes;Calldetenes
Desconocido;PRADENC,F.C. B;Desconocido;Desconocido;Desconocido
Desconocido;SEVA, U.E. A;Seva;Seva;Seva
Desconocido;CENTELLES, U.E. A;Centelles;Centelles;Centelles
Desconocido;RIBES, C.D. B;Ribes de Freser;Ribes de Freser;Ribes de Freser
CAMP DE FUTBOL MPAL. ROUREDA;PLANADEU-ROUREDA UNIÓ  ESPORTIVA FUTBOL C;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
Desconocido;ALZAMORA, C.F.  B;Desconocido;Desconocido;Desconocido
Desconocido;SANT ANDREU, U.E F;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
Desconocido;TRINIDAD, C.D. A;Desconocido;Desconocido;Desconocido
Desconocido;Pª BARC. BARCINO, CE A;Barcelona 13 (Sant Pere);Barcelona;Sant Pere
Desconocido;PUJADAS, C.D. A;Barcelona 180 (el Maresme i el Maresme Vell);Barcelona;el Maresme i el Maresme Vell
Desconocido;INTER BARCELONA  B;Barcelona;Barcelona;Barcelona
Desconocido;HORTA, U.AT. C;Barcelona 124 (Sant Joan d'Horta);Barcelona;Sant Joan d'Horta
Desconocido;ESCOLA FUTBOL ALMOGÀVERS B;Desconocido;Desconocido;Desconocido
Desconocido;CONGRÉS CLUB ESP. B;Desconocido;Desconocido;Desconocido
Desconocido;BARCELONETA, C.F. A;Barcelona 10 (Sant Miquel del Port);Barcelona;Sant Miquel del Port
CAMP DE FUTBOL MPAL. JOSEP FERRÉ FARRIOL;FUNDACIO E. ATLETIC VILAFRANCA A;Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès
CAMP DE FUTBOL MPAL. LA MAURINA;FUNDACIÓ TERRASSA FC 1906 B;Terrassa 15 (la Maurina);Terrassa;la Maurina
Desconocido;CAN PARELLADA, C.D. B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL ZEM DEL CONGOST ANNEX 1;ATLANTIC CITY FUTBOL CLUB BARCELONA  A;Granollers 6 (Congost - Can Gili);Granollers;Congost - Can Gili
Desconocido;Pª DEP. PAJARIL B;Desconocido;Desconocido;Desconocido
Desconocido;TIBIDABO TORRE ROMEU, U.D. B;Sabadell 22 (Torre-romeu - Can Roqueta - el Poblenou);Sabadell;Torre-romeu - Can Roqueta - el Poblenou
Desconocido;LLANO DE SABADELL, C.D. A;Sabadell;Sabadell;Sabadell
Desconocido;BARBERÀ CLUB DE FUTBOL B;Barberà de la Conca;Barberà de la Conca;Barberà de la Conca
Desconocido;ESCOLA F. BASE SENTMENAT A;Sentmenat;Sentmenat;Sentmenat
Desconocido;GRANOLLERS, E.C. B;Granollers;Granollers;Granollers
Desconocido;RIUDEPERES C.F. AT. A;Desconocido;Desconocido;Desconocido
Desconocido;MANLLEU, A.E.C. A;Manlleu;Manlleu;Manlleu
Desconocido;BCN PRO, F.C. A;Desconocido;Desconocido;Desconocido
Desconocido;MOLLET U.E.,CF. B;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada
Desconocido;GRANOLLERS, E.C. C;Granollers;Granollers;Granollers
Desconocido;VILAMAJOR, C.F. A;Desconocido;Desconocido;Desconocido
Desconocido;UNIFICACIÓN C.F.SANTAPERPETUA C;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda
Desconocido;LLIÇA DE VALL C.F. A;Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt
Desconocido;BIGUES, C.E. B;Bigues i Riells del Fai;Bigues i Riells del Fai;Bigues i Riells del Fai
Desconocido;TURO PEIRA, C.C.D. B;Desconocido;Desconocido;Desconocido
Desconocido;SANT ANDREU, U.E D;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
Desconocido;BESOS BARON DE VIVER CLUB FUTBOL A;Barcelona 179 (el Besòs);Barcelona;el Besòs
Desconocido;SANTFELIUENC, F.C. B;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
Desconocido;CAN VIDALET, C.F. C;Esplugues de Llobregat 2 (Can Vidalet);Esplugues de Llobregat;Can Vidalet
Desconocido;TORRELLES, U.E. A;Torre de Cabdella, la;La Torre de Cabdella;La Torre de Cabdella
Desconocido;MOLINS DE REI, C.F. B;Molins de Rei;Molins de Rei;Molins de Rei
CAMP DE FUTBOL MPAL. DEL BARRI CENTRE;SANT JOAN DESPI-SAN PANCRACIO, FUTBOL CLUB  A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
Desconocido;SILS, C.F. A;Sils;Sils;Sils
Desconocido;JUNIOR,C.F. C;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells
Desconocido;ATLÉTICO ROUREDA, C.F.  A;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
Desconocido;PALAFRUGELL, F.C. A;Palafrugell;Palafrugell;Palafrugell
Desconocido;CRISTINENC C.E A;Desconocido;Desconocido;Desconocido
Desconocido;BONMATI, C.F. A;Desconocido;Desconocido;Desconocido
Desconocido;SANTPEDOR, C.F. A;Santpedor;Santpedor;Santpedor
Desconocido;SURIA, C.E. B;Súria;Súria;Súria
Desconocido;AVIA, U.E. B;Avià;Avià;Avià
Desconocido;MEDIONA, C.F. A;Mediona;Mediona;Mediona
Desconocido;FUNDACIO  F. VILANOVA I LA GELTRÚ C;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
Desconocido;PALLEJA, C.F. B;Pallejà;Pallejà;Pallejà
Desconocido;SANTFELIUENC, F.C. D;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
CAMP DE FUTBOL MPAL. JOAN BAQUÉ;ESCOLA DE FUTBOL BAIX SEGRIA B;Baix Pallars;Baix Pallars;Baix Pallars
Desconocido;SARRIA TER, C.F. B;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter
Desconocido;REMENCES , ASSOCIACIÓ  ESPORTIVA UNIÓ  B;Desconocido;Desconocido;Desconocido
Desconocido;VILABLAREIX FUTBOL CLUB B;Vilablareix;Vilablareix;Vilablareix
Desconocido;CELRA, U.C.E. B;Celrà;Celrà;Celrà
CAMP DE FUTBOL MPAL. D´ULLDECONA;SANTA BARBARA, C.F. A;Santa Bàrbara;Santa Bàrbara;Santa Bàrbara
Desconocido;SANTA EUGÈNIA CLUB FUTBOL A;Santa Eugènia de Berga;Santa Eugènia de Berga;Santa Eugènia de Berga
Desconocido;UNIÓ GIRONA A.C.E. C;Girona;Girona;Girona
Desconocido;TOSSA UNIO ESPORTIVA B;Tossa de Mar;Tossa de Mar;Tossa de Mar
CAMP DE FUTBOL MPAL. BOSC TOSCA;ESCOLA F. BOSC DE TOSCA, C C;les Preses;les Preses;les Preses
CAMP DE FUTBOL MPAL. DE FONTAJAU;UNIÓ GIRONA A.C.E. A;Girona;Girona;Girona
CAMP DE FUTBOL COL·LEGI TERRAFERMA;ALPICAT, CLUB DE FUTBOL U.E. A;Alpicat;Alpicat;Alpicat
Desconocido;FUNDACIO  F. VILANOVA I LA GELTRÚ A;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
Desconocido;FUNDACIO E. ATLETIC VILAFRANCA C;Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès
Desconocido;MARC BARTRA 2020, C.F. B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. SALVADOR GISBERT;SANTA BARBARA, C.F. A;Sant Salvador de Guardiola;Sant Salvador de Guardiola;Sant Salvador de Guardiola
Desconocido;INTER RECASENS  CLUB FUTBOL  A;Lleida;Lleida;Lleida
Desconocido;ESCOLA DE FUTBOL INTERCOMARCAL A;Marçà;Marçà;Marçà
Desconocido;ALPICAT, CLUB DE FUTBOL U.E. A;Alpicat;Alpicat;Alpicat
Desconocido;PLA URGELL, C.E. A;Pla de Santa Maria, el;El Pla de Santa Maria;El Pla de Santa Maria
CAMP DE FUTBOL MPAL. DE LES COTS;MANRESA, C.E. B;Manresa;Manresa;Manresa
Desconocido;RUBI, U.E. A;Rubí;Rubí;Rubí
Desconocido;PUEBLO NUEVO-2002, C.F.;Desconocido;Desconocido;Desconocido
Desconocido;JOANENC, F.C. A;Desconocido;Desconocido;Desconocido
Desconocido;CALLUS, C.F.;Callús;Callús;Callús
Desconocido;VINYETS MOLI-VELL, C.F. B;Desconocido;Desconocido;Desconocido
Desconocido;RIERASPORT, F.C. A;Riera de Gaià, la;La Riera de Gaià;La Riera de Gaià
Desconocido;BARCELONA SPORTING CLUB ESPAÑA  A;Barcelona;Barcelona;Barcelona
Desconocido;BARCELONETA, C.F. B;Barcelona 10 (Sant Miquel del Port);Barcelona;Sant Miquel del Port
Desconocido;ESCOLA DE FUTBOL  VILADECAVALLS, C. A;Valls;Valls;Valls
Desconocido;GIMNASTIC MANRESA C. C;Manresa;Manresa;Manresa
Desconocido;BERGA, C.E. A;Berga;Berga;Berga
Desconocido;MIRASOL-BACO UNIÓN, C.F. B;Sant Cugat del Vallès 6 (Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella);Sant Cugat del Vallès;Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella
Desconocido;Pª BLAUGRANA RAMON LLORENS A;Sant Ramon;Sant Ramon;Sant Ramon
Desconocido;ESCOLA F. LA PASTORETA, CLUB B;Reus;Reus;Reus
Desconocido;PRAT, A.E. B;Prat de Comte;Prat de Comte;Prat de Comte
Desconocido;MARTORELL C.F. A;Martorell;Martorell;Martorell
Desconocido;MAS PELLICER, U.D.C. C;Mas de Barberans;Mas de Barberans;Mas de Barberans
Desconocido;MATADEPERENC, ATHLETIC B;Desconocido;Desconocido;Desconocido
Desconocido;MORELL, C.D. A;Morell, el;El Morell;El Morell
Desconocido;VALLMOLL C.D. A;Vallmoll;Vallmoll;Vallmoll
Desconocido;CAMBRILS UNIÓ C.E. C;Cambrils;Cambrils;Cambrils
Desconocido;OLIMPIC MORA D'EBRE, C.E. A;Móra d'Ebre;Móra d'Ebre;Móra d'Ebre
Desconocido;HOSPITALENSE, AT.C. A;Hospitalet de Llobregat 3 (Centre - la Farga), l';Hospitalet de Llobregat;Centre - la Farga
Desconocido;SECTOR MONTSERRATINA U.D. A;Serra de Daró;Serra de Daró;Serra de Daró
Desconocido;ESPLUGUENC, C.F.A. A;Esplugues de Llobregat;Esplugues de Llobregat;Esplugues de Llobregat
Desconocido;TARRAGONA, F.C. A;Tarragona;Tarragona;Tarragona
Desconocido;GIMNASTIC TARRAGONA, C. E;Tarragona;Tarragona;Tarragona
Desconocido;BASE MARC BARTRA CF A;Desconocido;Desconocido;Desconocido
